"", "V1"
168.6666717529297,0.0
168.75,0.0
168.8333282470703,0.0
168.9166717529297,0.0
169.0,0.0
169.0833282470703,0.0
169.1666717529297,0.0
169.25,0.0
169.3333282470703,0.0
169.4166717529297,0.0
169.5,0.0
169.5833282470703,0.0
169.6666717529297,0.011606404557824135
169.75,0.37551119923591614
169.8333282470703,0.4285719096660614
169.9166717529297,0.11053392291069031
170.0,0.006131221540272236
170.0833282470703,0.0
170.1666717529297,0.0
170.25,0.0
170.3333282470703,3.593964720494114e-05
170.4166717529297,1.6415215213783085e-05
170.5,2.345612983845058e-06
170.5833282470703,0.0
170.6666717529297,0.08432871103286743
170.75,0.29205626249313354
170.8333282470703,0.13968656957149506
170.9166717529297,0.14084963500499725
171.0,0.6630168557167053
171.0833282470703,0.6014583110809326
171.1666717529297,1.3300679922103882
171.25,1.3092249631881714
171.3333282470703,0.3329647481441498
171.4166717529297,0.01752532459795475
171.5,0.0
171.5833282470703,0.0
171.6666717529297,0.0
171.75,0.00011129145423183218
171.8333282470703,0.042370401322841644
171.9166717529297,0.3867473900318146
172.0,0.23453019559383392
172.0833282470703,0.04296848550438881
172.1666717529297,0.0
172.25,0.0
172.3333282470703,0.0
172.4166717529297,0.0
172.5,2.526233220123686e-05
172.5833282470703,7.5047587415610906e-06
172.6666717529297,6.149564342194935e-07
172.75,0.00528823072090745
172.8333282470703,0.17953868210315704
172.9166717529297,0.19203457236289978
173.0,0.04572692885994911
173.0833282470703,0.07553212344646454
173.1666717529297,0.6153989434242249
173.25,0.3914168179035187
173.3333282470703,0.07439525425434113
173.4166717529297,0.0
173.5,0.0
173.5833282470703,0.0
173.6666717529297,0.0
173.75,4.13043744629249e-05
173.8333282470703,1.2751409485645127e-05
173.9166717529297,1.128739654632227e-06
174.0,0.0
174.0833282470703,0.0
174.1666717529297,0.0
174.25,2.793598907757655e-09
174.3333282470703,1.7591094136903962e-09
174.4166717529297,3.0615307511361323e-10
174.5,0.0
174.5833282470703,0.0
174.6666717529297,0.0
174.75,0.0
174.8333282470703,1.9463442901650196e-13
174.9166717529297,5.492853486508201e-14
175.0,3.996722420520574e-15
175.0833282470703,0.0
175.1666717529297,0.0
175.25,0.0
175.3333282470703,1.4811383551811206e-17
175.4166717529297,7.854007124297093e-18
175.5,1.2457720528130371e-18
175.5833282470703,0.0
175.6666717529297,0.0
175.75,0.0
175.8333282470703,0.0
175.9166717529297,9.076786551379702e-22
176.0,2.3502248959323725e-22
176.0833282470703,1.3221470487989728e-23
176.1666717529297,0.0
176.25,0.0
176.3333282470703,0.0
176.4166717529297,7.58229744420071e-26
176.5,3.48437365830913e-26
176.5833282470703,5.002959327585557e-27
176.6666717529297,0.0
176.75,0.0
176.8333282470703,0.0
176.9166717529297,1.4762723221468492e-30
177.0,4.1941303656548104e-30
177.0833282470703,9.984624565602013e-31
177.1666717529297,3.8664274963906246e-32
177.25,0.0
177.3333282470703,0.0
177.4166717529297,0.0
177.5,3.7830314802914612e-34
177.5833282470703,1.5361936444284045e-34
177.6666717529297,1.97773796379262e-35
177.75,0.0
177.8333282470703,0.0
177.9166717529297,0.0
178.0,1.3824738411446168e-38
178.0833282470703,1.9219132138160125e-38
178.1666717529297,0.0
178.25,0.0
178.3333282470703,0.0
178.4166717529297,0.0
178.5,0.0
178.5833282470703,0.0
178.6666717529297,0.0
178.75,0.0
178.8333282470703,0.0
178.9166717529297,0.0
179.0,0.0
179.0833282470703,0.0
179.1666717529297,0.0
179.25,0.0
179.3333282470703,0.0
179.4166717529297,0.0
179.5,0.0
179.5833282470703,0.0
179.6666717529297,0.0
179.75,0.0
179.8333282470703,0.0
179.9166717529297,0.0
180.0,0.0
180.0833282470703,0.0
180.1666717529297,0.0
180.25,0.0
180.3333282470703,0.0
180.4166717529297,0.0
180.5,0.017800970003008842
180.5833282470703,0.38478943705558777
180.6666717529297,0.4176070988178253
180.75,0.10637988150119781
180.8333282470703,0.0056344885379076
180.9166717529297,0.0
181.0,0.0
181.0833282470703,0.0
181.1666717529297,3.5443645174382254e-05
181.25,1.5883346350165084e-05
181.3333282470703,2.234988869531662e-06
181.4166717529297,0.0
181.5,0.0
181.5833282470703,0.0
181.6666717529297,8.192480027702231e-10
181.75,1.926431458798561e-09
181.8333282470703,4.512978046822269e-10
181.9166717529297,1.588509185301845e-11
182.0,0.0
182.0833282470703,0.0
182.1666717529297,0.0
182.25,1.7609579159444388e-13
182.3333282470703,6.99428647052587e-14
182.4166717529297,8.80499473110202e-15
182.5,0.0
182.5833282470703,0.0
182.6666717529297,0.0
182.75,0.0
182.8333282470703,0.2655024230480194
182.9166717529297,0.9482410550117493
183.0,0.3671317994594574
183.0833282470703,0.042759690433740616
183.1666717529297,0.0
183.25,0.0
183.3333282470703,0.0
183.4166717529297,4.749989602714777e-05
183.5,4.737034032586962e-05
183.5833282470703,9.680428775027394e-06
183.6666717529297,2.7482908393494654e-08
183.75,0.0
183.8333282470703,0.0
183.9166717529297,0.0
184.0,4.782601870090275e-09
184.0833282470703,1.6003252056862038e-09
184.1666717529297,1.6243756340017512e-10
184.25,0.0
184.3333282470703,0.0
184.4166717529297,0.0
184.5,2.839183152903574e-13
184.5833282470703,2.1413586507278148e-13
184.6666717529297,4.0175975475056566e-14
184.75,0.0
184.8333282470703,0.0
184.9166717529297,0.0
185.0,0.0
185.0833282470703,2.2764121299661404e-17
185.1666717529297,6.931802484515811e-18
185.25,5.975061606594369e-19
185.33334350585938,0.0
185.4166717529297,0.0
185.5,0.0
185.58334350585938,1.5702639573093876e-21
185.6666717529297,9.614084383982292e-22
185.75,1.65070457082043e-22
185.83334350585938,0.0
185.9166717529297,0.0
186.0,0.0
186.08334350585938,0.0
186.1666717529297,1.0709292152392642e-25
186.25,2.9830155751862446e-26
186.33334350585938,2.098388689408352e-27
186.4166717529297,0.0
186.5,0.0
186.58334350585938,0.0
186.6666717529297,8.275102566963872e-30
186.75,4.28832225778846e-30
186.83334350585938,6.705647020875927e-31
186.9166717529297,0.0
187.0,0.08706112951040268
187.08334350585938,0.17911244928836823
187.1666717529297,0.05458459630608559
187.25,0.0047125318087637424
187.33334350585938,0.0
187.4166717529297,0.0
187.5,0.0
187.58334350585938,1.2341133697191253e-05
187.6666717529297,7.568244654976297e-06
187.75,1.3004793117943336e-06
187.83334350585938,0.0
187.9166717529297,0.0
188.0,0.0
188.08334350585938,0.0
188.1666717529297,8.427081810147286e-10
188.25,2.3491172895795387e-10
188.33334350585938,1.6558214868678256e-11
188.4166717529297,0.0
188.5,0.0
188.58334350585938,0.0
188.6666717529297,6.505886595512683e-14
188.75,3.37597449453185e-14
188.83334350585938,5.282664547636004e-15
188.9166717529297,0.0
189.0,0.0
189.08334350585938,0.0
189.1666717529297,3.321776394253963e-20
189.25,3.924624590706844e-18
189.33334350585938,1.0041327435515965e-18
189.4166717529297,5.407651895534791e-20
189.5,0.0
189.58334350585938,0.0
189.6666717529297,0.0
189.75,3.3169470509010726e-22
189.83334350585938,1.4964000960978345e-22
189.9166717529297,2.117157203662273e-23
190.0,0.0
190.08334350585938,0.0
190.1666717529297,0.0
190.25,7.348219302462303e-27
190.33334350585938,1.8112445139844692e-26
190.4166717529297,4.2614901656920706e-27
